division,district,tehsil,mauza
RAWALPINDI,JHELUM,JHELUM TEHSIL,JHELUM
RAWALPINDI,JHELUM,JHELUM TEHSIL,KOTLA FAQIR
RAWALPINDI,JHELUM,JHELUM TEHSIL,CHAK KHASAH
RAWALPINDI,JHELUM,JHELUM TEHSIL,CHOUNTRAH
RAWALPINDI,JHELUM,JHELUM TEHSIL,MONAN
RAWALPINDI,JHELUM,JHELUM TEHSIL,DARAPUR
RAWALPINDI,JHELUM,JHELUM TEHSIL,SANGOHI
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,GUJJAR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,KUNDAL
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,AHMAD ABAD
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,AHMAD ABAD
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,JANDRAN
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,KANIYAN WALA
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,CHAK SHADI
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,PANAN WAL
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,PANAN WAL
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,CHAK DANYAL
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,PINDI SAID PUR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,PINDI SAID PUR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,JALAL PUR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,WAGH
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,DHERYALA JALAP
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,HURN PUR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,SAUWAL
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,GOL PUR
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,TOBAH
RAWALPINDI,JHELUM,SOHAWA TEHSIL,PARIDAR WEZA
RAWALPINDI,JHELUM,SOHAWA TEHSIL,PARIDAR WEZA
RAWALPINDI,JHELUM,SOHAWA TEHSIL,GAIGI SAIDAN
RAWALPINDI,JHELUM,SOHAWA TEHSIL,BAINS QAIM
RAWALPINDI,JHELUM,SOHAWA TEHSIL,SOHAWA
RAWALPINDI,JHELUM,SOHAWA TEHSIL,SOHAWA
RAWALPINDI,JHELUM,SOHAWA TEHSIL,HATHIA
RAWALPINDI,JHELUM,SOHAWA TEHSIL,DHAMAK
RAWALPINDI,JHELUM,SOHAWA TEHSIL,LEHRI
RAWALPINDI,JHELUM,SOHAWA TEHSIL,KOHALAH
RAWALPINDI,JHELUM,SOHAWA TEHSIL,DOMELI
RAWALPINDI,JHELUM,SOHAWA TEHSIL,ADRANAH
RAWALPINDI,JHELUM,SOHAWA TEHSIL,JAJIAL
RAWALPINDI,JHELUM,SOHAWA TEHSIL,PADHARI
RAWALPINDI,JHELUM,SOHAWA TEHSIL,BARA GAWAH
RAWALPINDI,JHELUM,SOHAWA TEHSIL,NAGIAL
RAWALPINDI,JHELUM,SOHAWA TEHSIL,JANDALAH
RAWALPINDI,JHELUM,DINA TEHSIL,DOYAN
RAWALPINDI,JHELUM,DINA TEHSIL,KHOKHA
RAWALPINDI,JHELUM,DINA TEHSIL,SOHAN
RAWALPINDI,JHELUM,DINA TEHSIL,RAMDIYAL
RAWALPINDI,JHELUM,DINA TEHSIL,DINA THIKRIAN
RAWALPINDI,JHELUM,DINA TEHSIL,MADDUKALAS
RAWALPINDI,JHELUM,DINA TEHSIL,PINDORI
RAWALPINDI,JHELUM,DINA TEHSIL,PINDORI
RAWALPINDI,JHELUM,DINA TEHSIL,CHAK BALIAN
RAWALPINDI,JHELUM,DINA TEHSIL,DHANYALAH
RAWALPINDI,JHELUM,DINA TEHSIL,CHAK AKKA
RAWALPINDI,JHELUM,DINA TEHSIL,MUGHAL ABAD
RAWALPINDI,JHELUM,DINA TEHSIL,CHAH GUNJAH
RAWALPINDI,JHELUM,DINA TEHSIL,SHAHAMAD PUR
RAWALPINDI,JHELUM,DINA TEHSIL,BADLOT
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,LILLAH BHARWANA
RAWALPINDI,Jhelum,PIND DADAN KHAN TEHSIL,P.D.Khan
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,Khewara
RAWALPINDI,JHELUM,SOHAWA TEHSIL,Punchoor
RAWALPINDI,JHELUM,PIND DADAN KHAN TEHSIL,PIND DADAN KHAN 
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.50 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.103 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,ASIANWALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.47 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.109 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.104 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.87 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.87 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,75-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,36-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,36-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,MUTHA LUCK
Sargodha,Sargodha,SARGODHA TEHSIL,40-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.88 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,35-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,46-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.71 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,DHRIMA
Sargodha,Sargodha,SARGODHA TEHSIL,DHRIMA
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.74 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.75 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,53-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,54-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,66-SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,LUCK
Sargodha,Sargodha,SARGODHA TEHSIL,JURA SAKESAR
Sargodha,Sargodha,SARGODHA TEHSIL,AJNALA
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.63 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.90 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.103 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.101 SHUAMLI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.97 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.97 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.96 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,BAIHK
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.67 SHUMALI
Sargodha,Sargodha,SARGODHA TEHSIL,86-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,86-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.83 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.74 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,LALUWALI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.36 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.102 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.40 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.42 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,89-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,95-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,26-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,29-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.34 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.35 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.35 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,30-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,33-JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO. 114 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO. 113 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.46 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.115 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.45 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.52 JANUBI
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.58 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK 122 SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK 134 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,124-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,MANDI SILLAN WALI
Sargodha,Sargodha,SILLANWALI TEHSIL,MANDI SILLAN WALI
Sargodha,Sargodha,SILLANWALI TEHSIL,129-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,135-JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,135-JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,166/167 SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.111 SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.122 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.114 SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.120 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.49 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.130 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.130 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.127 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.131 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,CHAK NO.131 JANUBI
Sargodha,Sargodha,SILLANWALI TEHSIL,133-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,133-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,151-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,152-SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,162/164 SHUMALI
Sargodha,Sargodha,SILLANWALI TEHSIL,161-SHUMALI
Sargodha,Sargodha,BHALWAL TEHSIL,MANDI BHALWAL
Sargodha,Sargodha,BHALWAL TEHSIL,6/JANUBI
Sargodha,Sargodha,BHALWAL TEHSIL,DEOWAL
Sargodha,Sargodha,BHALWAL TEHSIL,SALAM
Sargodha,Sargodha,BHALWAL TEHSIL,DHORI
Sargodha,Sargodha,BHALWAL TEHSIL,RATO KALA
Sargodha,Sargodha,BHALWAL TEHSIL,MANDI PHULRWAN
Sargodha,Sargodha,BHALWAL TEHSIL,MANDI PHULRWAN
Sargodha,Sargodha,BHALWAL TEHSIL,BHALWAL PORANA
Sargodha,Sargodha,BHALWAL TEHSIL,BHALWAL PORANA
Sargodha,Sargodha,BHALWAL TEHSIL,15/JANUBI
Sargodha,Sargodha,BHALWAL TEHSIL,18/SHUMALI
Sargodha,Sargodha,BHALWAL TEHSIL,WEROWAL
Sargodha,Sargodha,BHALWAL TEHSIL,MIANI
Sargodha,Sargodha,BHALWAL TEHSIL,MIANI
Sargodha,Sargodha,BHALWAL TEHSIL,BHERA
Sargodha,Sargodha,BHALWAL TEHSIL,BHERA
Sargodha,Sargodha,BHALWAL TEHSIL,KHAN MUHAMMAD WALA
Sargodha,Sargodha,BHALWAL TEHSIL,HAJKA
Sargodha,Sargodha,BHALWAL TEHSIL,KOT MAMIANA
Sargodha,Sargodha,SHAHPUR TEHSIL,SHAHPUR CANTT
Sargodha,Sargodha,SHAHPUR TEHSIL,JAHAN ABAD
Sargodha,Sargodha,SHAHPUR TEHSIL,SHAH PUR CITY
Sargodha,Sargodha,SHAHPUR TEHSIL,SHAH PUR CITY
Sargodha,Sargodha,SHAHPUR TEHSIL,SHAH PUR CITY
Sargodha,Sargodha,SHAHPUR TEHSIL,KANDAN
Sargodha,Sargodha,SHAHPUR TEHSIL,JHAWARIAN
Sargodha,Sargodha,SHAHPUR TEHSIL,JHAWARIAN
Sargodha,Sargodha,SHAHPUR TEHSIL,KUDLTHI KADHI
Sargodha,Sargodha,SHAHPUR TEHSIL,SHER KOT
Sargodha,Sargodha,SHAHPUR TEHSIL,KOT PEHALWAN
Sargodha,Sargodha,SHAHPUR TEHSIL,JANIWALA
Sargodha,Sargodha,SHAHPUR TEHSIL,MOCHI WAL
Sargodha,Sargodha,SHAHPUR TEHSIL,MOCHI WAL
Sargodha,Sargodha,SHAHPUR TEHSIL,MANGOWAL KALAN
Sargodha,Sargodha,SHAHPUR TEHSIL,MANGOWAL KALAN
Sargodha,Sargodha,SHAHPUR TEHSIL,JALAL PUR JADID
Sargodha,Sargodha,SHAHPUR TEHSIL,JALAL PUR JADID
Sargodha,Sargodha,SHAHPUR TEHSIL,MANGOWAL KHURD
Sargodha,Sargodha,SHAHPUR TEHSIL,SABUWAL
Sargodha,Sargodha,SHAHPUR TEHSIL,WADHI
Sargodha,Sargodha,SHAHPUR TEHSIL,GONDAL
Sargodha,Sargodha,SHAHPUR TEHSIL,GONDAL
Sargodha,Sargodha,SHAHPUR TEHSIL,NAWABPUR
Sargodha,Sargodha,SHAHPUR TEHSIL,MASAR
Sargodha,Sargodha,SHAHPUR TEHSIL,SARDAR PUR
Sargodha,Sargodha,KOT MOMAN TEHSIL,HUJHAN
Sargodha,Sargodha,KOT MOMAN TEHSIL,KOT MOMIN
Sargodha,Sargodha,KOT MOMAN TEHSIL,KOT MOMIN
Sargodha,Sargodha,KOT MOMAN TEHSIL,MATILA
Sargodha,Sargodha,KOT MOMAN TEHSIL,CHAK NO. 19/ JANUBI
Sargodha,Sargodha,KOT MOMAN TEHSIL,MOAZZAM ABAD
Sargodha,Sargodha,KOT MOMAN TEHSIL,MOAZZAM ABAD
Sargodha,Sargodha,KOT MOMAN TEHSIL,LALYANI
Sargodha,Sargodha,KOT MOMAN TEHSIL,BOCHA KALAN
Sargodha,Sargodha,KOT MOMAN TEHSIL,BOCHA KALAN
Sargodha,Sargodha,KOT MOMAN TEHSIL,MELA
Sargodha,Sargodha,KOT MOMAN TEHSIL,NASIR PUR KHURD
Sargodha,Sargodha,KOT MOMAN TEHSIL,TAKHAT HAZARA
Sargodha,Sargodha,KOT MOMAN TEHSIL,MUDH RANJHA
Sargodha,Sargodha,KOT MOMAN TEHSIL,MUDH RANJHA
Sargodha,Sargodha,KOT MOMAN TEHSIL,NASEER PUR KALAN
Sargodha,Sargodha,KOT MOMAN TEHSIL,DOODH
Sargodha,Sargodha,KOT MOMAN TEHSIL,LAKSEEN
Sargodha,Sargodha,KOT MOMAN TEHSIL,LAKSEEN
Sargodha,Sargodha,KOT MOMAN TEHSIL,JAN MUHAMMAD WALA
Sargodha,Sargodha,KOT MOMAN TEHSIL,JALLAH MAKHDOM
Sargodha,Sargodha,KOT MOMAN TEHSIL,JALLAH MAKHDOM
Sargodha,Sargodha,SARGODHA TEHSIL,CHAK NO.36/SB
Sargodha,Sargodha,SARGODHA TEHSIL,SARGODHA
Sargodha,Sargodha,KOT MOMAN TEHSIL,Mateela
Sargodha,Sargodha,SARGODHA TEHSIL,Sargodha
Sargodha,Sargodha,SARGODHA TEHSIL,Behak Mekan
Sargodha,Sargodha,SARGODHA TEHSIL,JhaL Chakian
Sargodha,Sargodha,SARGODHA TEHSIL,Chaukera
Sargodha,Sargodha,SARGODHA TEHSIL,Chachoka
Sargodha,Sargodha,SILLANWALI TEHSIL,Shah nikdar
Sargodha,Sargodha,SILLANWALI TEHSIL,Shaheen Abad
Sargodha,Sargodha,BHALWAL TEHSIL,BHAL WAL AND  KOT MOMIN
Sargodha,Sargodha,SARGODHA TEHSIL,SARGODHA AND SILLAN WALI
Sargodha,Sargodha,BHALWAL TEHSIL,Kohlian
Sargodha,Sargodha,KOT MOMAN TEHSIL,Virkan Wali
Sargodha,Sargodha,KOT MOMAN TEHSIL,Bhabra
Sargodha,Sargodha,SAHIWAL TEHSIL,Sungraka
Sargodha,Sargodha,SHAHPUR TEHSIL,Bakhar Bar
Sargodha,Sargodha,SILLANWALI TEHSIL,Sobagha
Sargodha,Sargodha,SILLANWALI TEHSIL,Shah Nikdar
Sargodha,Sargodha,BHALWAL TEHSIL,Chak No.3/NB
Sargodha,Sargodha,KOT MOMAN TEHSIL,Ahli Rawana
Sargodha,Sargodha,SARGODHA TEHSIL,Chak No.83/MN
Sargodha,Sargodha,BHALWAL TEHSIL,Chak Ramdas
Sargodha,Sargodha,SARGODHA TEHSIL,Sargodha
Sargodha,Sargodha,SARGODHA TEHSIL,Chaukera
Sargodha,Sargodha,SARGODHA TEHSIL,Bhagtan Wala
Sargodha,Sargodha,SILLANWALI TEHSIL,Shah Nikdar
Sargodha,Sargodha,SILLANWALI TEHSIL,Shaheen Abad
Sargodha,Sargodha,SILLANWALI TEHSIL,Chak No.64/SB
Sargodha,Sargodha,SAHIWAL TEHSIL,Farooka
Sargodha,Sargodha,SAHIWAL TEHSIL,Jehanian Shah
RAWALPINDI,Chakwal,Chakwal,Chakwal
RAWALPINDI,Chakwal,Talagang,Talagang
RAWALPINDI,Chakwal,Choa Saiden Shah,Choa Saiden Shah
RAWALPINDI,Chakwal,Kallar Kahar,Kallar Kahr
RAWALPINDI,Chakwal,Talagang,Lawa
RAWALPINDI,Chakwal,Chakwal,Balkasar
RAWALPINDI,Chakwal,Chakwal,Dhudial
RAWALPINDI,Chakwal,Talagang,Tamman
RAWALPINDI,Chakwal,Kallar Kahar,Bhoun
RAWALPINDI,Chakwal,Chakwal,Dumman
RAWALPINDI,Chakwal,Chakwal,Kalas
RAWALPINDI,Chakwal,Kallar Kahar,Buchal Kallan
RAWALPINDI,Chakwal,Talagang,Pachnand
RAWALPINDI,Chakwal,Chakwal,Chakwal 
RAWALPINDI,Chakwal,Chakwal,Chak Baqir Shah
RAWALPINDI,Chakwal,Chakwal,Lanagh
RAWALPINDI,Chakwal,Chakwal,Minwal 
RAWALPINDI,Chakwal,Chakwal,Bheen
RAWALPINDI,Chakwal,Chakwal,Chao Gang Ali Shah
RAWALPINDI,Chakwal,Chakwal,Gah
RAWALPINDI,Chakwal,Chakwal,Dhlha
RAWALPINDI,Chakwal,Chakwal,Thaneel Kamal
RAWALPINDI,Chakwal,Chakwal,Haraj
RAWALPINDI,Chakwal,Chakwal,Narang Saydan
RAWALPINDI,Chakwal,Chakwal,Uthwal
RAWALPINDI,Chakwal,Chakwal,Sohawa Dewalian
RAWALPINDI,Chakwal,Chakwal,Kot Chowderian
RAWALPINDI,Chakwal,Chakwal,Karyala
RAWALPINDI,Chakwal,Chakwal,Murreed
RAWALPINDI,Chakwal,Chakwal,Mangwal
RAWALPINDI,Chakwal,Chakwal,Mulhal Mughlan
RAWALPINDI,Chakwal,Chakwal,Ghazial
RAWALPINDI,Chakwal,Chakwal,Padshehan
RAWALPINDI,Chakwal,Chakwal,Saral
RAWALPINDI,Chakwal,Chakwal,Hasil
RAWALPINDI,Chakwal,Chakwal,Neela
RAWALPINDI,Chakwal,Chakwal,Munday
RAWALPINDI,Chakwal,Chakwal,Balo Kassar 
RAWALPINDI,Chakwal,Chakwal,Said Pur 
RAWALPINDI,Chakwal,Chakwal,Jaswal
RAWALPINDI,Chakwal,Chakwal,Jand Khan Zada
RAWALPINDI,Chakwal,Chakwal,Karsal
RAWALPINDI,Chakwal,Chakwal,Dharogi
RAWALPINDI,Chakwal,Chakwal,Odherwal
RAWALPINDI,Chakwal,Chakwal,Chakwal
RAWALPINDI,Chakwal,Chakwal,Dhudial
RAWALPINDI,Chakwal,Chakwal,Thaoa Bahadur
RAWALPINDI,Chakwal,Chakwal,Dohman
RAWALPINDI,Chakwal,Chakwal,Jabair 
RAWALPINDI,Chakwal,Chakwal,Odherwal
RAWALPINDI,Chakwal,Chakwal,Gah
RAWALPINDI,Chakwal,Chakwal,Saral
RAWALPINDI,Chakwal,Chakwal,Chak Umra
RAWALPINDI,Chakwal,Chakwal,Langah
RAWALPINDI,Chakwal,Chakwal,Chak Bakar Shah
RAWALPINDI,Chakwal,Chakwal,Narang Saydan
RAWALPINDI,Chakwal,Chakwal,Uthwal
RAWALPINDI,Chakwal,Chakwal,Jasswal
RAWALPINDI,Chakwal,Chakwal,Kot Chowderian
RAWALPINDI,Chakwal,Chakwal,Bhagwal
RAWALPINDI,Chakwal,Chakwal,Tharpal
RAWALPINDI,Chakwal,Chakwal,Sehgal Abad
RAWALPINDI,Chakwal,Chakwal,Murreed
RAWALPINDI,Chakwal,Chakwal,MAngwal
RAWALPINDI,Chakwal,Chakwal,Mulhal Mughlan
RAWALPINDI,Chakwal,Chakwal,Neela
RAWALPINDI,Chakwal,Talagang,Bidher
RAWALPINDI,Chakwal,Talagang,Bhillo Mar
RAWALPINDI,Chakwal,Talagang,Chinji
RAWALPINDI,Chakwal,Talagang,Budhial
RAWALPINDI,Chakwal,Talagang,Dholar
RAWALPINDI,Chakwal,Talagang,Dhurnal
RAWALPINDI,Chakwal,Talagang,Jabbi Koterra
RAWALPINDI,Chakwal,Talagang,Jaisal
RAWALPINDI,Chakwal,Talagang,Mehmood wala
RAWALPINDI,Chakwal,Talagang,Kot Gulla
RAWALPINDI,Chakwal,Talagang,Danda Shah Bilwal
RAWALPINDI,Chakwal,Talagang,Kot Sarang 
RAWALPINDI,Chakwal,Talagang,Goohal 
RAWALPINDI,Chakwal,Talagang,Leti 
RAWALPINDI,Chakwal,Talagang,Dhok Musahib
RAWALPINDI,Chakwal,Talagang,Multan Khurd
RAWALPINDI,Chakwal,Talagang,Peera Fatehal 
RAWALPINDI,Chakwal,Talagang,Moorat 
RAWALPINDI,Chakwal,Talagang,Akwal
RAWALPINDI,Chakwal,Talagang,Dher Mond
RAWALPINDI,Chakwal,Talagang,Dodhial
RAWALPINDI,Chakwal,Talagang,Thoa Mehram Khan 
RAWALPINDI,Chakwal,Talagang,Mial 
RAWALPINDI,Chakwal,Talagang,Moglah
RAWALPINDI,Chakwal,Talagang,Dhok Dhorian
RAWALPINDI,Chakwal,Talagang,Narang Saydan
RAWALPINDI,Chakwal,Talagang,Kot Qazi
RAWALPINDI,Chakwal,Talagang,Ali Haider Pur
RAWALPINDI,Chakwal,Talagang,Nakka Kahoot
RAWALPINDI,Chakwal,Talagang,Saghar
RAWALPINDI,Chakwal,Talagang,Talagang
RAWALPINDI,Chakwal,Talagang,Talagang
RAWALPINDI,Chakwal,Talagang,Tamman
RAWALPINDI,Chakwal,Talagang,Lawa
RAWALPINDI,Chakwal,Talagang,Chinji 
RAWALPINDI,Chakwal,Talagang,Billo Mar
RAWALPINDI,Chakwal,Talagang,Dhurnal
RAWALPINDI,Chakwal,Talagang,Jhattla
RAWALPINDI,Chakwal,Talagang,Budhial
RAWALPINDI,Chakwal,Talagang,Dhok Musahib
RAWALPINDI,Chakwal,Talagang,Thoa Mehram Khan 
RAWALPINDI,Chakwal,Talagang,Pichnand
RAWALPINDI,Chakwal,Talagang,Multan Khurd
RAWALPINDI,Chakwal,Talagang,Kot Gulla
RAWALPINDI,Chakwal,Talagang,Danda Shah Bilwal
RAWALPINDI,Chakwal,Talagang,Moorat 
RAWALPINDI,Chakwal,Talagang,Peera Fatehal 
RAWALPINDI,Chakwal,Talagang,Akwal
RAWALPINDI,Chakwal,Talagang,Dodhial
RAWALPINDI,Chakwal,Talagang,Kot Qazi
RAWALPINDI,Chakwal,Choa Saiden Shah,Choa Saiden Shah
RAWALPINDI,Chakwal,Choa Saiden Shah,Basharat
RAWALPINDI,Chakwal,Choa Saiden Shah,Dalwal
RAWALPINDI,Chakwal,Choa Saiden Shah,Dandot
RAWALPINDI,Chakwal,Choa Saiden Shah,Dolmail
RAWALPINDI,Chakwal,Choa Saiden Shah,Lehri Panj Graien
RAWALPINDI,Chakwal,Choa Saiden Shah,Lehri Sultan Pur
RAWALPINDI,Chakwal,Choa Saiden Shah,Choa Saiden Shah
RAWALPINDI,Chakwal,Choa Saiden Shah,Choa Saiden Shah
RAWALPINDI,Chakwal,Choa Saiden Shah,Dolmail
RAWALPINDI,Chakwal,Choa Saiden Shah,Basharat
RAWALPINDI,Chakwal,Choa Saiden Shah,Dalwal
RAWALPINDI,Chakwal,Choa Saiden Shah,Dandot
RAWALPINDI,Chakwal,Kallar Kahar,Kallar Kahar Abad
RAWALPINDI,Chakwal,Kallar Kahar,Bhar Pur
RAWALPINDI,Chakwal,Kallar Kahar,Saithi
RAWALPINDI,Chakwal,Kallar Kahar,Khair Pur
RAWALPINDI,Chakwal,Kallar Kahar,Bhaseen 
RAWALPINDI,Chakwal,Kallar Kahar,Sar Kalan
RAWALPINDI,Chakwal,Kallar Kahar,Kallar Kahar
RAWALPINDI,Chakwal,Kallar Kahar,BOCHA KALAN
RAWALPINDI,Chakwal,Kallar Kahar,Kallar Kahar Abad
RAWALPINDI,Chakwal,Kallar Kahar,MIANI
RAWALPINDI,Chakwal,Kallar Kahar,Munara
RAWALPINDI,Chakwal,Kallar Kahar,Khair Pur
RAWALPINDI,Chakwal,Kallar Kahar,Bhar Pur
RAWALPINDI,Chakwal,Kallar Kahar,Bhoun
RAWALPINDI,Chakwal,Kallar Kahar,Bhaseen 
,Gujrat,Gujrat,Gujrat
,Gujrat,Gujrat,Karian wala
,Gujrat,Sarai Alamgir,Sarai Alamghir
,Gujrat,Kharian,Kotla Arab Ali Khan 
,Gujrat,Kharian,Dinga
,Gujrat,Gujrat,Kunjah 
,Gujrat,Gujrat,Shadiwal
,Gujrat,Gujrat,Jalalpur Jattan
,Gujrat,Kharian,Lala Musa
,Gujrat,Gujrat,Nathuwal 
,Gujrat,Gujrat,Tanda
,Gujrat,Gujrat,Daulat Nagar
,Gujrat,Gujrat,Chak Sada 
,Gujrat,Gujrat,Dittawal
,Gujrat,Gujrat,Lakhan Wal
,Gujrat,Gujrat,Thatha Musa
,Gujrat,Gujrat,Karim Daad
,Gujrat,Gujrat,Ramke Behal Pur 
,Gujrat,Gujrat,Chak Kamala
,Gujrat,Gujrat,Alam Garh
,Gujrat,Gujrat,Ajnala
,Gujrat,Gujrat,Saroki
,Gujrat,Gujrat,Sochait
,Gujrat,Gujrat,Kot Moj Din 
,Gujrat,Gujrat,Tarikha 
,Gujrat,Gujrat,Bhagrainwala
,Gujrat,Gujrat,Gakhar Kalan 
,Gujrat,Gujrat,Lungay
,Gujrat,Gujrat,Chak Gil
,Gujrat,Gujrat,Khojianwali 
,Gujrat,Gujrat,Machi Wal
,Gujrat,Gujrat,Chechiyan 
,Gujrat,Gujrat,Harya Wala
,Gujrat,Gujrat,Kuthala
,Gujrat,Gujrat,Deona Mandi 
,Gujrat,Gujrat,Nagrianwala 
,Gujrat,Gujrat,Machiana 
,Gujrat,Gujrat,Jheran Wali 
,Gujrat,Gujrat,Kang Chanan
,Gujrat,Gujrat,Jamal Pur Syedan
